App Software ceeba

App_time;Step_number;Insole_timer;Contact_time;S0_force;S0_start_time;S0_max_time;S0_end_time;S1_force;S1_start_time;S1_max_time;S1_end_time;S2_force;S2_start_time;S2_max_time;S2_end_time;S3_force;S3_start_time;S3_max_time;S3_end_time;S4_force;S4_start_time;S4_max_time;S4_end_time;S5_force;S5_start_time;S5_max_time;S5_end_time;S6_force;S6_start_time;S6_max_time;S6_end_time;F1_force;F1_time;F2_force;F2_time;F3_force;F3_time;Warning_code;Left/Right;Size;Insole_id;
19:56:14.207;1;0;310;47;0;40;300;36;0;50;210;39;0;50;260;103;10;110;300;184;20;160;310;168;50;200;310;178;40;160;300;256;50;0;0;1210;140;0;L;40;5258;
19:56:14.905;2;670;340;107;50;90;340;73;50;100;340;83;50;100;300;114;0;150;340;138;90;190;330;166;100;240;340;150;90;200;320;595;100;0;0;1130;170;0;L;40;5258;
19:56:15.817;3;1410;300;118;0;40;290;75;0;50;190;89;0;50;250;98;30;100;290;144;40;150;290;178;60;190;300;150;50;150;280;580;50;0;0;1070;130;0;L;40;5258;
19:56:16.306;4;2100;310;154;0;50;300;98;0;50;200;116;0;50;260;110;20;110;300;146;40;160;300;158;70;200;310;146;60;160;280;845;50;0;0;1135;130;0;L;40;5258;
19:56:17.031;5;2820;310;132;0;40;200;87;0;50;200;102;0;50;260;107;20;110;260;142;40;160;290;164;50;190;310;146;40;150;280;720;50;0;0;1130;130;0;L;40;5258;
19:56:17.735;6;3530;300;101;0;40;190;68;0;50;250;80;0;50;260;109;20;110;300;160;40;160;300;158;60;200;300;162;50;150;290;544;50;0;0;1155;130;0;L;40;5258;
19:56:18.448;7;4200;340;138;40;80;230;93;40;90;230;106;40;90;300;115;0;140;300;140;80;190;330;156;80;230;340;136;80;190;320;760;90;0;0;1095;160;0;L;40;5258;
19:56:19.241;8;4910;310;82;0;50;200;53;10;60;200;60;10;60;270;105;0;120;310;164;50;160;300;174;70;200;310;160;70;160;300;400;60;0;0;1160;150;0;L;40;5258;
19:56:19.832;9;5600;320;110;0;50;210;67;10;50;200;83;0;50;280;106;20;120;270;160;50;170;310;162;60;210;320;160;50;160;300;562;50;0;0;1170;140;0;L;40;5258;
19:56:20.531;10;6290;330;125;30;70;230;86;30;80;220;99;30;80;290;117;0;130;280;144;60;180;320;144;80;220;330;146;70;180;310;735;80;0;0;1125;150;0;L;40;5258;
19:56:21.237;11;7020;300;113;0;40;190;74;0;50;190;88;0;50;260;108;20;110;300;160;40;150;300;160;60;190;300;160;50;150;290;592;50;0;0;1155;130;0;L;40;5258;
